finding_id,rule_id,rule_name,standard,risk_score,risk_priority,irap_stars,irap_label,gap_start_sec,gap_end_sec,gap_duration_sec,estimated_gap_meters,position_start_meters,position_end_meters,trigger_class,trigger_confidence,recommended_action,track_id,status,score_breakdown,ai_recommendation,snapshot_path,hospital_zone
F-93734AF3,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,330.025,330.025,0.0,0.0,3666.94,3666.94,painting_of_curbstone,0.3765,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",6371.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a curbstone marking condition issue, which, although currently assessed with a low severity and a risk score of 0, could potentially escalate if left unaddressed. Properly maintained curbstone markings are essential for guiding drivers, especially in low visibility conditions, and contribute to overall road safety by delineating road boundaries clearly. It is recommended to schedule routine maintenance to repaint and ensure the visibility of these markings, as this proactive measure will prevent future deterioration and mitigate any potential safety risks. While the urgency is low, addressing this issue promptly will help maintain road safety standards in alignment with Saudi MOMAH and KSARAP guidelines.",snapshots/F-93734AF3.jpg,St. Jude Trauma Center
F-0292BE27,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,331.31,331.31,0.0,0.0,3681.22,3681.22,manholes,0.6919,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,6404.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue involving a manhole cover, which poses a significant risk to road users. Manhole cover infrastructure issues can lead to accidents, particularly for vehicles and cyclists, due to the potential for sudden loss of control. It is crucial to conduct an immediate on-site inspection to verify the condition of the manhole cover and ensure it is properly secured and level with the road surface. Prompt corrective action is necessary to mitigate the risk of accidents and ensure the safety of all road users.",snapshots/F-0292BE27.jpg,St. Jude Trauma Center
F-3A54D3C9,R-01,Road Surface Defect — Pothole Detected,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC | Roads General Authority (RGA) Maintenance Obligations,50,HIGH,2,High risk road,333.41,333.41,0.0,0.0,3704.56,3704.56,potholes,0.6486,Report via the Balady platform (balady.gov.sa) under MOMAH General Specifications for Urban Roads Construction. The responsible municipality or contracted maintenance entity is legally obligated to inspect and repair the road surface defect. Unaddressed potholes causing vehicle damage or accidents may result in legal liability for the contractor or municipal authority under Saudi law. Commission immediate pavement assessment and schedule urgent repair works.,6471.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity pothole on the roadway, posing a significant safety risk to vehicles and pedestrians. Potholes can lead to vehicle damage, loss of control, and accidents, especially at higher speeds. It is crucial to address this defect promptly to prevent potential accidents and maintain road safety standards. Immediate corrective action should involve repairing the pothole to restore a smooth and safe driving surface, in accordance with Saudi MOMAH and KSARAP standards.",snapshots/F-3A54D3C9.jpg,St. Jude Trauma Center
F-B28D23DF,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),49,MEDIUM,3,Medium risk road,337.91,345.675,7.765,86.3,3754.56,3840.83,street_light,0.5919,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 49.0, 'final_score': 49, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.4, 'trigger_confidence': 1.0, 'violation_count_in_zone': 3, 'zone_context': 'general_road'}","The AI inspection has identified a medium-severity issue with street light spacing, which poses a safety risk due to insufficient illumination that can impair driver visibility and increase the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to assess the current street light placement and adjust the spacing to comply with Saudi MOMAH and KSARAP standards, ensuring consistent and adequate lighting coverage. This corrective action should be prioritized to enhance road safety and prevent potential hazards. Prompt attention to this matter is advised to mitigate the risk associated with inadequate street lighting.",snapshots/F-B28D23DF.jpg,St. Jude Trauma Center
F-F5154606,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,339.46,339.46,0.0,0.0,3771.78,3771.78,damaged_commercial_stores_signage,0.3181,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,6948.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The inspection identified damaged commercial signage, which, while classified as a low-severity issue with a risk score of 0, still constitutes a municipal compliance violation. Although the immediate safety risk is minimal, damaged signage can lead to confusion or distraction for drivers, potentially increasing the risk of accidents. It is recommended to repair or replace the signage promptly to maintain compliance and ensure clear communication for road users. Addressing this issue in a timely manner will help uphold safety standards and prevent any future escalation of risk.",snapshots/F-F5154606.jpg,St. Jude Trauma Center
F-525DE321,R-03,Damaged Sidewalk — Pedestrian Safety Non-Compliance,"MOMAH Sidewalks, Islands & Medians Design Manual | Saudi Building Code (SBC) Accessibility Requirements | Universal Accessibility: Built Environment Guidelines (KSCDR)",25,MEDIUM,3,Medium risk road,340.61,340.61,0.0,0.0,3784.56,3784.56,damaged_sidewalks,0.288,"Inspect per the MOMAH Sidewalks, Islands & Medians Design Manual. Sidewalks must comply with Universal Accessibility Built Environment Guidelines (issued by KSCDR) ensuring safe, unobstructed pedestrian passage with proper gradients, adequate widths, and curb cuts for persons with disabilities. Damaged sections must be repaired to restore structural integrity and accessibility compliance. Failure to maintain safe pedestrian pathways is a breach of MOMAH urban road maintenance obligations. Report via the Balady platform or the 940 municipal call center.",7016.0,PENDING_REVIEW,"{'raw_score': 25.0, 'final_score': 25, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 25, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection identified a damaged sidewalk, which poses a medium-severity safety risk with a risk score of 25 out of 100. This issue compromises pedestrian safety by increasing the likelihood of trips and falls, particularly affecting vulnerable groups such as the elderly and children. It is recommended to prioritize the repair of the damaged section to restore safe pedestrian access and prevent potential accidents. Prompt action is advised to mitigate risks and align with Saudi MOMAH and KSARAP standards for pedestrian safety.",snapshots/F-525DE321.jpg,St. Jude Trauma Center
F-AC0FC32F,R-01,Road Surface Defect — Pothole Detected,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC | Roads General Authority (RGA) Maintenance Obligations,50,HIGH,2,High risk road,341.66,341.66,0.0,0.0,3796.22,3796.22,potholes,0.4903,Report via the Balady platform (balady.gov.sa) under MOMAH General Specifications for Urban Roads Construction. The responsible municipality or contracted maintenance entity is legally obligated to inspect and repair the road surface defect. Unaddressed potholes causing vehicle damage or accidents may result in legal liability for the contractor or municipal authority under Saudi law. Commission immediate pavement assessment and schedule urgent repair works.,7044.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a high-severity road surface defect in the form of a pothole. Potholes pose a significant safety risk as they can lead to vehicle damage, loss of control, and increased accident potential, especially at high speeds. Immediate corrective action is recommended to repair the pothole to prevent potential hazards to motorists and ensure road safety. Given the high risk score of 50 out of 100, prompt attention is necessary to mitigate any adverse effects on traffic flow and safety.",snapshots/F-AC0FC32F.jpg,St. Jude Trauma Center
F-9C4ADD12,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,349.645,349.645,0.0,0.0,3884.94,3884.94,damaged_commercial_stores_signage,0.4969,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,7204.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a damaged commercial signage, which constitutes a municipal compliance violation. While the severity and risk score are currently low, damaged signage can lead to driver distraction or misinterpretation of traffic conditions, potentially increasing the risk of accidents. It is recommended that the signage be repaired or replaced to ensure clear communication and maintain compliance with municipal standards. Although the urgency is low, addressing this issue promptly will prevent escalation and maintain road safety integrity.",snapshots/F-9C4ADD12.jpg,St. Jude Trauma Center
F-AFF45F5D,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),42,MEDIUM,3,Medium risk road,355.41,368.375,12.965,144.1,3949.0,4093.06,street_light,0.6451,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 42.0, 'final_score': 42, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.2, 'trigger_confidence': 1.0, 'violation_count_in_zone': 2, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a medium-level safety risk with a risk score of 42 out of 100. Inadequate street lighting can significantly impair visibility for drivers, increasing the likelihood of accidents, especially during nighttime or adverse weather conditions. It is recommended to assess the current street light spacing and adjust it to comply with Saudi MOMAH and KSARAP standards to ensure uniform and adequate illumination. Addressing this issue should be prioritized to enhance road safety and prevent potential hazards.",snapshots/F-AFF45F5D.jpg,St. Jude Trauma Center
F-FFA09D91,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,359.08,359.08,0.0,0.0,3989.78,3989.78,damaged_commercial_stores_signage,0.8418,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,7463.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a damaged commercial signage, which is a municipal compliance violation. Although the severity is low with a risk score of 0, it is important to address this issue as damaged signage can lead to confusion or distraction for drivers, potentially increasing the risk of accidents. I recommend that the signage be repaired or replaced to ensure clear and consistent communication to road users. While the urgency is not immediate, timely corrective action will help maintain compliance and enhance road safety.",snapshots/F-FFA09D91.jpg,St. Jude Trauma Center
F-BD47A556,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,361.96,361.96,0.0,0.0,4021.78,4021.78,damaged_commercial_stores_signage,0.8752,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,7501.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a damaged commercial signage, classified as a municipal compliance violation with a low severity risk score of 0/100. While the immediate safety risk is minimal, damaged signage can lead to confusion or distraction for drivers, potentially increasing the likelihood of traffic incidents. It is recommended that the signage be repaired or replaced promptly to ensure clear communication and compliance with municipal standards. Although the urgency is low, addressing this issue in a timely manner will help maintain road safety and prevent any escalation of risk.",snapshots/F-BD47A556.jpg,St. Jude Trauma Center
F-5C0ACDD2,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,362.89,362.89,0.0,0.0,4032.11,4032.11,damaged_commercial_stores_signage,0.8752,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,7487.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a damaged commercial signage, which constitutes a municipal compliance violation. While currently assessed as a low-severity issue with a risk score of 0, damaged signage can lead to driver distraction and misinterpretation, potentially escalating into a safety risk. It is recommended that the signage be repaired or replaced to ensure clear and consistent communication to road users. Although the urgency is not immediate, addressing this issue promptly will help maintain compliance and prevent any future safety hazards.",snapshots/F-5C0ACDD2.jpg,St. Jude Trauma Center
F-E4A0CC9C,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,363.645,363.645,0.0,0.0,4040.5,4040.5,painting_of_curbstone,0.5283,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",7528.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a curbstone marking condition issue, which, although currently rated with a low severity and risk score, can still pose a safety risk if left unaddressed. Properly painted curbstones are essential for delineating road boundaries and enhancing visibility, especially in low-light conditions, to prevent vehicle encroachment onto pedestrian areas. It is recommended to schedule routine maintenance to repaint the curbstones to ensure they remain visible and effective. While the urgency is low, addressing this issue proactively will help maintain road safety standards and prevent potential hazards.",snapshots/F-E4A0CC9C.jpg,St. Jude Trauma Center
F-2F4DA716,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,363.68,363.68,0.0,0.0,4040.89,4040.89,damaged_commercial_stores_signage,0.8995,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,7507.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The inspection AI has identified a damaged commercial signage issue, classified as a municipal compliance violation, with a low severity and a risk score of 0. Although the immediate risk to road safety is minimal, damaged signage can lead to misunderstandings or distractions for drivers, potentially escalating to more significant safety concerns if left unaddressed. It is recommended that the signage be repaired or replaced promptly to ensure clear communication and compliance with municipal standards. Addressing this issue swiftly will help maintain the overall safety and aesthetic standards of the area.",snapshots/F-2F4DA716.jpg,St. Jude Trauma Center
F-D6FFE60C,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,363.99,363.99,0.0,0.0,4044.33,4044.33,damaged_commercial_stores_signage,0.9005,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,7541.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a damaged commercial signage issue, classified as a municipal compliance violation with a low severity and a risk score of 0. While the immediate safety risk is minimal, damaged signage can lead to confusion or distraction for drivers and pedestrians, potentially escalating into more significant safety concerns if left unaddressed. It is recommended to promptly repair or replace the damaged signage to ensure clear and effective communication of information, maintaining compliance with municipal standards. Although the urgency is low, addressing this issue proactively will help prevent future risks and uphold road safety standards.",snapshots/F-D6FFE60C.jpg,St. Jude Trauma Center
F-32C15B48,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,364.46,364.46,0.0,0.0,4049.56,4049.56,painting_of_curbstone,0.5245,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",7552.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection identified a curbstone marking condition issue, which, although currently rated as low severity with a risk score of 0, can pose a safety risk by reducing visibility and clarity for drivers, particularly in low-light conditions or adverse weather. Clear and well-maintained curbstone markings are essential for guiding traffic and ensuring pedestrian safety. It is recommended to schedule routine maintenance to repaint the curbstone markings to enhance visibility and prevent potential hazards. While the urgency is low, addressing this issue proactively will help maintain optimal road safety standards in alignment with Saudi MOMAH and KSARAP guidelines.",snapshots/F-32C15B48.jpg,St. Jude Trauma Center
F-91A4AB06,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,365.36,365.36,0.0,0.0,4059.56,4059.56,damaged_commercial_stores_signage,0.8975,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,7581.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a damaged commercial signage, which is a municipal compliance violation. While the severity is low and the risk score is 0, damaged signage can still pose a safety risk by potentially distracting drivers or obscuring important traffic information. It is recommended to assess and repair the signage to ensure it meets compliance standards, thereby maintaining clear and safe visual communication for road users. Although the urgency is not high, addressing this issue in a timely manner will help prevent any escalation of risk.",snapshots/F-91A4AB06.jpg,St. Jude Trauma Center
F-D4DC3FD6,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),49,MEDIUM,3,Medium risk road,372.095,376.64,4.545,50.5,4134.39,4184.89,street_light,0.5841,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 49.0, 'final_score': 49, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.4, 'trigger_confidence': 1.0, 'violation_count_in_zone': 3, 'zone_context': 'general_road'}","The AI inspection has identified a street light spacing violation, which poses a medium-level safety risk with a risk score of 49 out of 100. Inadequate spacing between street lights can lead to insufficient illumination, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to review and adjust the spacing of the street lights to comply with Saudi MOMAH and KSARAP standards to ensure consistent and adequate road illumination. This corrective action should be prioritized to enhance road safety and prevent potential hazards.",snapshots/F-D4DC3FD6.jpg,St. Jude Trauma Center
F-34ED8984,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),42,MEDIUM,3,Medium risk road,377.145,390.36,13.215,146.8,4190.5,4337.33,street_light,0.6229,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 42.0, 'final_score': 42, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.2, 'trigger_confidence': 1.0, 'violation_count_in_zone': 2, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a medium-level safety risk with a risk score of 42 out of 100. Inadequate street lighting can lead to reduced visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to assess the current street light placement and adjust the spacing to comply with Saudi MOMAH and KSARAP standards to ensure optimal visibility. This corrective action should be prioritized to enhance road safety and prevent potential accidents.",snapshots/F-34ED8984.jpg,St. Jude Trauma Center
F-FE1A37DD,R-01,Road Surface Defect — Pothole Detected,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC | Roads General Authority (RGA) Maintenance Obligations,50,HIGH,2,High risk road,378.93,378.93,0.0,0.0,4210.33,4210.33,potholes,0.4645,Report via the Balady platform (balady.gov.sa) under MOMAH General Specifications for Urban Roads Construction. The responsible municipality or contracted maintenance entity is legally obligated to inspect and repair the road surface defect. Unaddressed potholes causing vehicle damage or accidents may result in legal liability for the contractor or municipal authority under Saudi law. Commission immediate pavement assessment and schedule urgent repair works.,7979.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","A road surface defect, specifically a pothole, has been detected with a high severity and a risk score of 50 out of 100. Potholes pose a significant safety risk as they can cause vehicle damage, loss of control, and accidents, especially at higher speeds. It is crucial to address this defect promptly by scheduling immediate repairs to restore the road surface and ensure the safety of all road users. Given the high severity, this issue should be prioritized for urgent corrective action to prevent potential incidents.",snapshots/F-FE1A37DD.jpg,St. Jude Trauma Center
F-8FA82E0A,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,382.46,382.46,0.0,0.0,4249.56,4249.56,painting_of_curbstone,0.5347,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",8047.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a curbstone marking condition issue, which, while currently rated with a low severity and risk score, can still pose a potential safety risk by reducing visibility and clarity of road boundaries, particularly in low-light conditions. This can lead to confusion for drivers and pedestrians, increasing the likelihood of accidents. It is recommended to schedule the repainting of the curbstone markings to ensure they are clearly visible and meet the standards set by Saudi MOMAH and KSARAP. Although the urgency is not immediate, addressing this issue in the near term will help maintain optimal road safety conditions.",snapshots/F-8FA82E0A.jpg,St. Jude Trauma Center
F-9BC99618,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,383.495,383.495,0.0,0.0,4261.06,4261.06,painting_of_curbstone,0.505,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",8090.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a curbstone marking condition issue, which, while currently assessed as low severity, could impact the visibility of curbstones, particularly during adverse weather conditions or at night. This lack of visibility may lead to minor vehicle damage or pedestrian tripping hazards. It is recommended to schedule a repainting of the curbstone markings to ensure they are clearly visible and reflective, enhancing both driver and pedestrian safety. Although the risk score is currently low, addressing this issue promptly will prevent potential escalation and maintain compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-9BC99618.jpg,St. Jude Trauma Center
